content,score,sentiment,predicted_sentiment,appVersion
"might be good without all those ""upgrade to premium"" tortures",4,Positive,Negative,9.1.30.1993
While selecting or clicked on next button that time processing taking long time which is not acceptable.,4,Positive,Negative,9.1.32.2083
please give me back old Spotify free features,4,Positive,Negative,9.1.32.2083
this app is the great app in the world 🌎,1,Negative,Positive,9.1.34.2060
iklannya.,5,Positive,Negative,9.1.34.2060
Idk but is it only me who can't access the offline mode as of lately??,2,Negative,Positive,9.1.34.2060
🚮,2,Negative,Positive,9.1.0.1147
Wonderful😍,1,Negative,Positive,9.1.34.2060
what a music App ad free and good service music quality also very best.,5,Positive,Negative,9.1.32.2083
Bahut kaam ka app hai.,5,Positive,Negative,9.1.32.2083
WOW bhai,1,Negative,Positive,
the shuffle plays a group of the same songs. if I chose shuffle I would like all of my songs played,4,Positive,Negative,9.1.34.2060
"gila duit ni aplikasi, gw kasih bintang lima disini biar diatas. padahal aslinya bintang 1, masa tiap lagu gw iklannya 3",5,Positive,Negative,
good,2,Negative,Positive,9.1.32.2083
premium price is too expensive pls make it more cheaper.,5,Positive,Negative,9.1.34.2060
Always showing ads before playing songs,5,Positive,Negative,9.1.34.2060
Aplikasi Tidak Friendly User,1,Negative,Positive,9.1.32.2083
"Everything is awesome. Constant ad popups, can't even skip them😔.",4,Positive,Negative,9.1.24.1739
this is guh!,1,Negative,Positive,
spunky,5,Positive,Negative,8.9.86.551
can't just tap and play a song. I have premium.....,4,Positive,Negative,9.1.34.2060
it's Hella hood,5,Positive,Negative,9.1.34.2060
good but ad 🥲,2,Negative,Positive,8.9.50.552
lol this app was the bomb,4,Positive,Negative,9.1.34.2060
move purchased music to own device,4,Positive,Negative,9.1.34.2060
"About three months ago, Spotify started playing ads every few songs. MADDENING and supremely irritating. Smells like a ploy to get people to pay the twelve dollar upgrade. Also,this week,when I choose an album by an artist, before they even play my choice they play two songs by a ""recommended by your interest in (the artist I chose to listen to). >>> This might be more enraging than interrupting my music every two or three songs with (long) adverts.",4,Positive,Negative,9.1.34.2060
"It is really good. I've been using Spotify for over 10 years. However, I have become very disappointed with the shuffle function. Although I have a couple hundred songs in some of my play lists, Spotify keeps playing the same songs when on shuffle. Further even when I select alphabetical, the next time it changes and becomes repetitive again. This is VERY aggravating!!!! It has been another year or so, but still no change. They have added cool features but not fixed this problem.",4,Positive,Negative,9.1.34.2060
I cannot put Spotify down. I'm using Spotify for almost a decade. But there is one thing what's bothering me for ages and that is 'add to playlist' button. It automatically adds to the liked songs which I hate. The hassle to remove from the liked songs and add to my playlist in a map is annoying too. When i'm backing off it goes to all the lists instead of leaving the 'add to..' option. This is the ONLY thing i'm actually frustrating at.,4,Positive,Negative,9.1.34.2060
the free version is not bad but not perfect and the ads are very annoying. But οthe premium is perfect but it's really expensive,2,Negative,Positive,9.1.32.2083
"instead of listening to mid artists with 5 dollars I bought a guitar for 20 dollars now I don't have Spotify and I keep looking at my guitar all day waiting for it to start playing by magic, so the Spotify experience what overall 1/10.",1,Negative,Positive,9.1.16.1450
Nothing is free,1,Negative,Positive,9.0.94.274
this is so amazing app,2,Negative,Positive,9.1.32.2083
"Spotify has everything.. songs, podcasts, playlists. But somehow still feels incomplete. Too many ads in free version and some features feel restricted on purpose. Great app, but could be way better.",4,Positive,Negative,9.1.34.2060
better,5,Positive,Negative,9.1.6.1145
Premium user,5,Positive,Negative,9.1.32.2083
"jangan di download guys, pilih app musik yg lain aja. 85% dengerin iklan, 15% dengerin lagu (klo ga premium) 4 iklan kebelet naik haji. dan ada limit nya juga biasanya klo mau milih lagu harus nunggu besok lagi... pokoknya kek.. uhkkk bangett klo ga premium, di paksa banget supaya premium.",5,Positive,Negative,9.1.30.1993
bom app de musica mais tem anúncio tirando isso so musica boa,5,Positive,Negative,9.1.28.2252
spotify you could of have 5 stars on my review but u don't it's because when I play my PLAYLIST you start playing *recommend music* I don't want to listen to the music y'all recommend me to just play my playlist please take this feature away it genuinely a terrible feature everything else is really good though.,4,Positive,Negative,9.1.34.2060
"I liked the music quality but I feel like where never I download songs with my premium they should stay there even if I I close my account because when I download the songs it's like I am buying them. Also Spotify should improve, listen and do the reviews made by us Spotify listeners.",5,Positive,Negative,9.1.32.2083
"Prima app alleen mis de swip optie voor que verschrikkelijk, fix dat gewoon. Is blijkbaar niet lastig want het is wel te doen bij Apple. Bij voorbaat dank",4,Positive,Negative,9.1.32.2083
This app is really good. And helpful to listen offline music,1,Negative,Positive,9.1.26.2265
job itna bhi jujh,5,Positive,Negative,9.1.24.1739
does y'all let people on Spotify when we have to log off exit out of that,5,Positive,Negative,9.1.32.2083
"Muitos anúncios e fica saindo das minhas playlists e tocando outras músicas. Mas uso o tempo todo, não fico sem música e o Spotify tem vantagens como poder desligar a tela enquanto a música toca.",4,Positive,Negative,9.1.32.2083
"te amo Spotify, me ajuda quando eu mais preciso",5,Positive,Negative,9.1.32.2083
It is good but the playbar doesn't work on Mobile.,2,Negative,Positive,9.1.32.2083
my Spotify playlist is locked on shuffle and I have to buy premium to change it.😡,4,Positive,Negative,9.1.32.2083
cannot play download music without premium,4,Positive,Negative,9.1.32.2083
no purchase this sportfy premium,5,Positive,Negative,9.1.32.2083
i love it,2,Negative,Positive,9.1.28.2252
Too glitchy,5,Positive,Negative,9.1.32.2083
good before 2023 when premium was't a thing,1,Negative,Positive,9.1.32.2083
has decreased the number of songs you can play without premium,4,Positive,Negative,9.1.32.2083
loads very slow,4,Positive,Negative,9.1.32.2083
Too much ads,4,Positive,Negative,9.1.30.1993
"If you become regular user , you may feel that this app forces you to buy premium. Otherwise its well and good.",4,Positive,Negative,9.1.32.2083
I'm downloading this app for BTS💜,5,Positive,Negative,
too many ads,4,Positive,Negative,
More restriction for buying premium,5,Positive,Negative,9.1.32.2083
very nice app,1,Negative,Positive,
its bad if you don't have premium,5,Positive,Negative,9.1.32.2083
Pretty good as long you have the premium the free version has way too many ads if you get spotify get with premium,2,Negative,Positive,9.1.32.2083
the ads between music are disturbing,4,Positive,Negative,9.1.32.2083
this get me out of depression 🫠,5,Positive,Negative,9.0.52.505
"Its good, just a lot of ads but the music is Very randomized",2,Negative,Positive,9.1.32.2083
why can't I pay for premium with momo,4,Positive,Negative,9.1.32.2083
i am suffered from annoying experience regarding to payments many times my payments got stacked,5,Positive,Negative,9.1.32.2083
"Would be 5 stars, The new shuffle seems to play less of the same songs. that is great. How comes after 50 songs, the shuffle repeats itself. I want to shuffle my entire playlist.",4,Positive,Negative,9.1.32.2083
terrible in basic mode ...perfect in premium,5,Positive,Negative,9.1.30.1993
I can't use the karaoke feature,4,Positive,Negative,9.1.32.2083
how do you change the order of the music under liked songs?,5,Positive,Negative,9.1.32.2083
NE DEYECEYIMI BILMIREM COX GOZEL TETBIQDI STRAY KIDS EVERYWHERE ALL AROUND THE WORLD AUUUU(ay heyecandan olub sorry👉🏿👈🏿),5,Positive,Negative,9.1.32.2083
I like to listen music 🎶 in Spotify but I sometimes fell some problems in this app like huge ads that is really disgusting thing for me but I also want to share with all that Spotify is better than YouTube music app,4,Positive,Negative,9.1.32.2083
free sucks. premium doesn't. love it in premium :),4,Positive,Negative,9.1.32.2083
jiosaavan is best,1,Negative,Positive,9.1.0.1147
bsdwalo km se km gana to choose krne ka mauka do .... usme bhi tum logo ko premium chahiye,1,Negative,Positive,
ads💩💩👎🏿👎🏿👎🏿,1,Negative,Positive,
"I love spotify so much, I've been using it for years and will continue to do so. BUT after my free trial of premium ended and I cancelled it, within 1 week the number of my ads changed so much. I went from having one thirty second ad very half hour, to having 2 minute ad breaks after 5-10 songs. I get that spotify uses ads as a way of promotion and money source, but this is actually crazy. I've had this problem for quite sometime and was fine with waiting for 1.30 seconds but 2.30 is wild.",4,Positive,Negative,9.1.32.2083
bad 👎 ads my favourite song lost,4,Positive,Negative,9.1.32.2083
keeping me in the now 👍👍 still doing it's thing,5,Positive,Negative,9.1.32.2083
My Playlists have been jumping around again when I have shuffle enabled. It seems actual randomization has returned.,4,Positive,Negative,9.1.32.2083
"Spotify, junto a Apple music , son las dos mejores aplicaciones musicales actualmente en todo el espectro del streaming. He sido y soy un abonado fijo desde cuando era por invitación . A ido mejorando con los años, sobre todo con la inclusión de postcasts y las notables mejorias recientes de sonido. Es , además intuitiva , fácil de manejar y de enlazar con todos los dispositivos del hogar .",5,Positive,Negative,9.1.32.2083
ok. IM UNINSTALLING Spotify for its Premium-subscription Tantrums.,5,Positive,Negative,9.1.32.2083
The app😡😡😡😡,1,Negative,Positive,8.8.44.527
"i cant follow more that 553 people, please fix this. i know that other people can follow more people.",4,Positive,Negative,9.1.32.2083
naam ka free app hai har cheez ke liye premium chahiye 🤬🤬,1,Negative,Positive,9.1.32.2083
I am not finding the video option from Bangladesh.,5,Positive,Negative,9.1.32.2083
this app is useful but this he is abusing for his premium,5,Positive,Negative,9.1.28.2252
it you 2.0,5,Positive,Negative,
sirf ads jada aata hhii,5,Positive,Negative,9.1.32.2083
The ability to toggle the lossless/hifi bitrate is inconvenient and not on-demand. Close to 5 stars.,4,Positive,Negative,9.1.32.2083
so good,2,Negative,Positive,9.1.28.2252
"Where in the world did the ""Whats New"" feature go? Why can't I see my artist subscriptions? It's not in the menu, it's not in discover. Why?",4,Positive,Negative,9.1.32.2083
"Great on mobile app, Atrocious on Chromebook. Very annoying.",2,Negative,Positive,9.1.32.2083
Not even to play songs of my choice without premium,5,Positive,Negative,9.1.32.2083
Liked songs coming up blank in Android Auto. Your shuffling sucks and repeats songs which then goes on my on repeat playlist even though I don't personally listen to them that much you just play them a lot.,4,Positive,Negative,9.1.32.2083
😘😍,1,Negative,Positive,
Banyak iklan je ni Tapi OK jeeee👌,4,Positive,Negative,9.1.32.2083
too much ads,4,Positive,Negative,9.1.32.2083
Although I enjoy Spotify; it good and give me pretty experience but the annoying part is that there's too much of ads I don't like it,2,Negative,Positive,
I Don't see a reason to not download and listen some music,5,Positive,Negative,
it's just a cash grab to get you to buy premium,2,Negative,Positive,9.1.32.2083
I might not be rich but at least I have Spotify premium,5,Positive,Negative,9.1.32.2083
SUKAAA BGTT,5,Positive,Negative,9.1.32.2083
"worth 4, but the app begged for a review",1,Negative,Positive,9.1.32.2083
Playlist incredifabulous . !,5,Positive,Negative,9.1.32.2083
"Абсолютно юзабельно даже без подписки, а с подпиской шикарно. Лучший стриминг, больше ничего сказать не могу - если кто-то это читает, то попробовать явно стоит",5,Positive,Negative,9.1.32.2083
"спасибо за новое обновление, было бы чудесно если бы можно было перематывать песни, спасибо",4,Positive,Negative,
good,2,Negative,Positive,9.1.24.1739
Moroccan rap,5,Positive,Negative,8.4.98.892
too much ads,5,Positive,Negative,
𝕚 𝕙𝕚𝕘𝕙𝕝𝕪 𝕖𝕩𝕡𝕖𝕔𝕥𝕖𝕕 𝕒 𝕝𝕠𝕥 𝕗𝕣𝕠𝕞 𝕤𝕡𝕠𝕥𝕚𝕗𝕪 𝕓𝕦𝕥 𝕚𝕥 𝕒𝕝𝕨𝕒𝕪𝕤 𝕤𝕖𝕖𝕞𝕤 𝕥𝕠 𝕕𝕚𝕤𝕒𝕡𝕡𝕠𝕚𝕟𝕥 𝕞𝕖...𝕚 𝕔𝕒𝕟 𝕖𝕧𝕖𝕟 𝕡𝕝𝕒𝕪 𝕒𝕟 𝕤𝕠𝕟𝕘 𝕠𝕗 𝕞𝕪 𝕔𝕙𝕠𝕚𝕔𝕖. 𝕚𝕥 𝕜𝕖𝕖𝕡𝕤 𝕠𝕟 𝕤𝕒𝕪𝕚𝕟 𝕦𝕖 𝕕𝕚𝕤𝕔𝕠𝕧𝕖𝕣𝕖𝕕 𝕒 𝕡𝕣𝕖𝕞𝕚𝕟𝕦𝕞 𝕗𝕖𝕒𝕥𝕦𝕣𝕖 ...𝕚𝕗 𝕚 𝕔𝕠𝕦𝕝𝕕 𝕣𝕒𝕥𝕖 𝕚𝕥 𝕝𝕖𝕤𝕤 𝕚 𝕨𝕠𝕦𝕝𝕕 𝕙𝕒𝕡𝕡𝕝𝕪 𝕕𝕠 𝕥𝕙𝕒𝕥...𝕚 𝕨𝕠𝕦𝕝𝕕𝕟'𝕥 𝕣𝕖𝕔𝕠𝕞𝕞𝕒𝕟𝕕 𝕒𝕟𝕪𝕠𝕟𝕖 𝕥𝕠 𝕦𝕤𝕖 𝕚𝕥 𝕙𝕠𝕟𝕖𝕤𝕥𝕝𝕪 ...𝕚 𝕞 𝕙𝕦𝕣𝕥 𝕕𝕖𝕖𝕡𝕝𝕪..,1,Negative,Positive,9.1.32.2083
when u have this then don't need anybody,5,Positive,Negative,9.1.28.2252
jarang promo,5,Positive,Negative,9.1.32.2083
Would have been better if it can let you pick your own songs whenever you want instead of just having to through the whole playlist,2,Negative,Positive,9.1.32.2083
turn off Spotify song again,5,Positive,Negative,
هو حلو بس هيبقى احلى لو هو من غير نت هيبقى تحفه,4,Positive,Negative,9.1.32.2083
"Been on Spotify for years. All at once and for no reason I can see it demands a sign in every time I open the app. Then maybe one or two songs play, it halts and demands a sign in in the middle of a song. Two hours with support yesterday didn't help at all. I went through every hoop they suggested, empty cache etc , uninstall reinstall blah blah blah, nothing. Very disappointed. Update. Situation resolved, maybe ""behind the scenes"" as one service person said. So I will upgrade my rating, thanks.",4,Positive,Negative,9.1.32.2083
artist upchruch all my songs I have like and albums don't all show up,1,Negative,Positive,9.1.32.2083
ad ata hain bhut,4,Positive,Negative,9.1.32.2083
great app 😀,2,Negative,Positive,9.1.24.1739
My setting often goes offline. This troubles me as I have no clue despite going through the setting.,5,Positive,Negative,9.1.32.2083
why can I only listen to certain songs when not connected to WiFi?,4,Positive,Negative,9.1.32.2083
I don't like your ads,5,Positive,Negative,9.1.32.2083
too many ads,4,Positive,Negative,9.1.32.2083
works and loads slow,4,Positive,Negative,9.1.32.2083
I wish they lowered their premium price service for single users. made to start considering other methods for music.,4,Positive,Negative,9.1.32.2083
"this app is good but it's becoming too premium. like really. I am chilling with my homies and now I can't play a song, I have to wait until tomorrow",4,Positive,Negative,9.1.32.2083
"kadang bikin kesel nying tiba' iklan kunti kunti, jskskwkak",4,Positive,Negative,9.1.32.2083
"i likes the app, offline play and all. but really the app doesn't need daily and i am not interested to pay the premium of each month.",4,Positive,Negative,9.1.32.2083
premium do not like this song like pananu money kakatha,5,Positive,Negative,
Good,1,Negative,Positive,9.1.28.2252
I use it to workout and half of my favorite songs don't work,4,Positive,Negative,9.1.30.1993
deserves it .,1,Negative,Positive,
"The one thing that frustrates me is the playback order of big podcast series. If you rearrange the list to show oldest at the top, it doesn't always go through the podcast episodes in the correct order; usually it just goes ""down"" the list to the next one (which is up if the newest episodes are at the top). There should be a sequential ID number attached to each episode so that no matter how the list is sorted, the next most recent episode is played next.",4,Positive,Negative,9.1.32.2083
good 👍,1,Negative,Positive,
it have bts song,1,Negative,Positive,9.1.32.2083
can't have lyrics,1,Negative,Positive,
"Good collection of songs, and good recommendation only for the rich 💸💸💸",2,Negative,Positive,
me thinking it wasn't free,5,Positive,Negative,
"I really liked this app, but then they just had to limit the skips to only 6 per hour. and that wasn't vibing with me so I dont really use the app anymore. it's still good just really annoying.",4,Positive,Negative,
"I like Spotify better when we click on the songs we like and still listen to it, but still have a limit on how many times.",2,Negative,Positive,9.1.32.2083
so thankful with this app,2,Negative,Positive,9.1.32.2083
app is good but my account is automatically signing out,4,Positive,Negative,9.1.32.2083
good,2,Negative,Positive,
they asked me to but I hope they will not give us 5 mins ad on a 2 mins long song even in free,5,Positive,Negative,9.1.32.2083
Jammer dat je moet betalen. Veel te veel geld. Kan t niet gewoon gratis zijn?!😕😭😖ik wil helemaal geen Premium. Ik blijf gewoon door de reclame heen bijten. En die ene reclame van we laten je tennissende katten horen? Die vond ik schattig klinken😋😳😂,4,Positive,Negative,9.1.32.2083
limit the unrelevant ads please 😍 thenkyou 🙏,5,Positive,Negative,9.1.28.2252
"😢 I am going to quit sotify because I can't listen even to liked songs normally btw: thenks for ruining spotify. Edit: i discoverded the concept of working and money. 10/10, would recomend",5,Positive,Negative,9.1.32.2083
💩💩💩,1,Negative,Positive,9.1.32.2083
unable to skip music or move to the other song and repeat,4,Positive,Negative,9.1.32.2083
too much ads,4,Positive,Negative,9.1.32.2083
this aap is good but this aap isn't supporting BLACKPINK that's why I hate this app but the songs are amazing to play. but the frustrating thighs are ads.,4,Positive,Negative,
acha hai,1,Negative,Positive,9.1.32.2083
very much adds 😅,4,Positive,Negative,9.1.28.2252
I have paid the subscription fee but I have not received the subscription.,5,Positive,Negative,9.1.32.2083
"If I knew what I wanted, I would just search from the home screen. Why does DJ ask me what I want to play? That's its job. Getting harder and harder to use.",4,Positive,Negative,9.1.30.1993
music is good but not free to all,1,Negative,Positive,8.7.72.546
very bad,5,Positive,Negative,9.1.32.2083
This app is really good for listening to music if you need a special add install Spotify 😉 you can listen to music while you are taking shower have party at the street sad happy any time when I play only 1 song tell me that I don't have any skips and it was my first time listening after 4 weeks so how,2,Negative,Positive,9.1.32.2083
premium 🤌🏻,1,Negative,Positive,
I m unable to play what i want as it shows take premium this is just nonsense in my opinion. till 2 days ago I was able to but not it doesn't even let me play 5 or 6 time I m hating it. From where should I get money???,4,Positive,Negative,9.1.32.2083
Good but quite expensive and honestly too many ads.,2,Negative,Positive,9.1.32.2083
"Have been using Spotify premium for years with no issues until today. All my playlists, audiobooks and podcasts have disappeared and nothing plays. I have logged out, reinstalled etc but no luck, I've followed all the advice on the help pages. After writing the above review I performed a clean reinstall as advised in the response. This was effective and everything is back to normal again.",4,Positive,Negative,9.1.32.2083
"если б ещё б в россии не был заблокирован, то вообще сказка была бы",5,Positive,Negative,9.1.32.2083
"I hate how I can't choose my song without paying, I would rather just watch an ad on Pandora bc spotify makes u pay now ig so like can I pls listen to song of my choice w/out paying..?? edit: mbbb I js needed to update it, sorry Spotify! love this app",4,Positive,Negative,9.1.32.2083
Too much ad🥲,5,Positive,Negative,9.1.28.2252
suggest the same songs / repeat the same song in other Playlist,4,Positive,Negative,9.1.32.2083
uninstalled all other apps and stuck with this one. Great experience!,5,Positive,Negative,9.1.32.2083
"It's good but why ads had to be on without premium? Well unfortunately, I want to copied songs on different editing apps like Capcut from Spotify 《=^^=》",5,Positive,Negative,9.1.32.2083
acha hai song bohaat acha,1,Negative,Positive,
I am disappointed with this new update It is very bad,4,Positive,Negative,9.1.32.2083
enjoy playing with Spotify 🔥🔥🔥,2,Negative,Positive,9.1.32.2083
1000/10 absolute Raigebaiting with ads,1,Negative,Positive,9.1.32.2083
update🤬,1,Negative,Positive,9.0.34.593
Good music,2,Negative,Positive,
It is not working when offline.,5,Positive,Negative,9.1.24.1739
google id disconnected again and again why?,5,Positive,Negative,9.1.32.2083
I like my Spotify but my Spotify keeps logging me out every time I listen to my music can you fix it for me and it always acting up on me how do I fix the problem of my spotlight keeps logging me out is making me mad,4,Positive,Negative,9.1.32.2083
insane app,5,Positive,Negative,9.1.30.1993
Free ads and ads radio listening platform,5,Positive,Negative,
"Premium is good for music, but there are soooo many ad breaks on podcasts. You can skip through them, but if you're listening while doing housework or driving and can't fool with it, you have to listen to the same three ads over and over. I wish they would at least mix the ads up. I know for a fact there are like a thousand ads out there. Why do I have to hear the same 3 every 5 minutes?",4,Positive,Negative,9.1.32.2083
good music app but for some unknown reason Spotify keep updated even if there no update and the cherry on top it log me off when it's update if they set it to no in default I be happy but I don't like being log off 24/7.,2,Negative,Positive,9.1.32.2083
ok,1,Negative,Positive,9.1.32.2083
Premium 🔥🔥🤍.,5,Positive,Negative,9.1.32.2083
good,2,Negative,Positive,9.1.32.2083
full ad,4,Positive,Negative,
"If you only want to listen to the music... this is an app for you. Youtube is a hodge podge of craziness that's unrelated to music, but if you manually filter it, you can make a Playlist to bypass all the stupidity. Spotify in a direct link to songs and podcasts, filtering out the uselessness. But it doesn't show the videos like youtube, so it has limitations, depending on preferences. I like it, if I'm listening for 30 min increments, while doing something else like work, shopping, or cleaning.",5,Positive,Negative,9.1.28.2252
👏,2,Negative,Positive,9.1.32.2083
"So I started driving the truck to work, we had to rip the radio out of it. I bought a $7 speaker & so I needed apps. my music library quickly got repetitive. I tried Iheart but couldn't find any music I like on their channels. I tried Spotify, I liked it, found alot of music. I listen driving to /from work. I cant deal with ads for premium & now these ""you might like"" throw ins not on any of my Playlist. You going to cause me an accident spotify, so goodbye. Premium is way too expensive for me.",4,Positive,Negative,9.1.30.1993
FIX UR EASYPAISA METHOD I CANT BUY SUBSCRIPTION THROUGH EASY PAISA IT SHOWS AN ERROR,4,Positive,Negative,9.1.32.2083
May times lang na nawawala Liked Songs ko kahit may internet ako :( pero goods naman.,4,Positive,Negative,
don't like the ads,4,Positive,Negative,9.1.32.2083
best rating ever,1,Negative,Positive,9.1.32.2083
I've always loved Spotify especially during the times I had depression and some mental problems but for 2-3 days there has been a bug where basically it randomly makes me log out when I'm listening to music or even when I'm not PLEASE FIX THIS!,5,Positive,Negative,
Constant issues with this app when trying to cast and is the only device I have issues casting with.,4,Positive,Negative,9.1.32.2083
why can't I find the final fragment???,5,Positive,Negative,9.1.32.2083
حلو جدا بس كل مشكلتي اني مينفعش اعمل اسكيب والاغنية شغاله,4,Positive,Negative,
hello Spotify uh offer me 3 month in 99rs. but I got only two months... it's not fair,1,Negative,Positive,9.1.32.2083
App is trash. Won't open at all in Android 11. Keeps crashing each time I launch it. Updated to add that Android 16 version is strong.,5,Positive,Negative,9.1.32.2083
they removed the offline songs with lite premium.. I am disappointed. I have been with them from the start.,4,Positive,Negative,9.1.32.2083
đáng tiền,5,Positive,Negative,9.1.32.2083
lyrics hi nhi aa rhi hai,1,Negative,Positive,9.1.32.2083
"I have a strong preference for Spotify, considering it's one of my preferred music streaming platforms. However, there's potential for improvement; particularly regarding the restricted choices available for configuring various audio qualities for downloaded tracks as opposed to streamed ones. For example, it's not possible to stream a song in Lossless quality if the audio quality is set to either 'Low' or 'Very High', especially concerning downloads.",5,Positive,Negative,9.1.32.2083
mast aap bass adds bahut hai,4,Positive,Negative,
luvd it,5,Positive,Negative,9.1.30.1993
tudo de bom amo ouvir os hinos,5,Positive,Negative,
fix the bug that if anyone send there playlist of songs on WhatsApp to listen the playlist doesn't open if we click it it comes to our playlist only . please fix it,4,Positive,Negative,
Losing the lyrics.,5,Positive,Negative,9.1.24.1739
The ads in this app are crazyyy!!!😭💀,5,Positive,Negative,9.1.32.2083
Downloading because BTS is back,5,Positive,Negative,
I luv this I am obsessed But the ads just ruin the whole vibe still it's really gudd,4,Positive,Negative,9.1.32.2083
spotify pr add jyada ata ha,5,Positive,Negative,9.1.0.1147
Bro is soooooo greedy😭😭😭,1,Negative,Positive,9.1.32.2083
spotify lovdee,1,Negative,Positive,
EXCELLENT JOB WENT WELL DONE 🎉🎉🎫🎫🎫🎈🎊🎈🎉🎉🎫🎫🎫,1,Negative,Positive,9.1.32.2083
it a needs a Shazam like feature,4,Positive,Negative,9.1.32.2083
"I moved to another country and unfortunately, the podcasts I listened to before, are no longer available. Such a shame, as I don't have access to them anymore.",4,Positive,Negative,9.1.32.2083
all okey but to much ads,1,Negative,Positive,9.1.28.2252
App is great problem is the ads that you can't skip,4,Positive,Negative,9.1.30.1993
"ae ơi, chuyển sang sài soundcloud đi ngol hơn, ko quảng cáo",5,Positive,Negative,9.1.32.2083
I don't like that when I do t have Internet I can't lesson to music,4,Positive,Negative,9.1.32.2083
Devolvieron a la app a un estado donde no se ve ni bo ito ni es funcional además que ahora otra vez no puedes elegir que escuchar por lo menos temporalmente,5,Positive,Negative,9.1.32.2083
PLEASE REMOVE THE PREMIUM OPTIONS,1,Negative,Positive,9.1.32.2083
too much advertisement,4,Positive,Negative,9.1.32.2083
way too many adds. Great quality. plays fine.,4,Positive,Negative,9.1.32.2083
Love it!,1,Negative,Positive,9.1.32.2083
playing my playlist on repeat without shuffle but my songs keep shuffling & it's getting annoying,4,Positive,Negative,9.1.30.1993
"I love Spotify for many reasons, I do not blame Spotify for this issue at all, but recently I've been logged out of Spotify midway through EVERY song and then have to log back in EVERY TIME, it's become unbearable. I've cleared the cache, reinstalled, checked for updates, I don't even USE a VPN, so I'm at a loss. I can use other apps fine, it's only Spotify that does this.",4,Positive,Negative,9.1.32.2083
it always played my music the only thing I didn't like about it was the ads interrupting my music every 30 minutes,4,Positive,Negative,9.1.32.2083
to many ads and I have premium and I still get adds,4,Positive,Negative,9.1.32.2083
I added my play list but it didn't not even play,4,Positive,Negative,9.1.32.2083
broke down after canceling premium bcs of my 1 month hospital stay edit: reinstall helped,4,Positive,Negative,9.1.32.2083
This app is great it gives vital update,1,Negative,Positive,9.1.28.2252
"Great app just hate that I have to pay to skip as many songs as I want, have no ads, and have it go in order.",5,Positive,Negative,9.1.32.2083
koi khaas Maza ni Aya yaaar is app ko use kr ke,5,Positive,Negative,
so many add😡😡,1,Negative,Positive,9.1.32.2083
I’d love it if Spotify went back to the way it used to be—free music with a reasonable amount of ads. I’m about to give up on you guys because of the ads that keep popping up nonstop during every song.,5,Positive,Negative,
I have paid for a premium subscription it's real Zero adds,4,Positive,Negative,9.1.30.1993
"I love the app, love the availability of music, but it WILL NOT stay on the playlist que that I set(particularly when i disconnect from a bluetooth device) I want the que to ALWAYS continue where i left off on that playlist. here lately its even been acting like a shuffle when shuffle isnt on. when this happens it will constantly insist on playing a particular artist or subgenre type of music, even start on the same song each time it finishes the song ive selected over and over....",4,Positive,Negative,9.1.32.2083
"Losing 1 star cause the shuffle seems to have a frequency bias, tending towards songs you listen to more often. This results in a positive feedback loop where my playlist of nearly 1000 songs seems to always ""randomly"" bring up the same few songs within the first dozen or so each time I shuffle it. This could be the product of true ""randomness"" but it's happening so often and reliably that I severely doubt it's a coincidence at this point. I wish I could select from a few types of shuffles.",4,Positive,Negative,9.1.32.2083
I just only hate the adverts period,4,Positive,Negative,
too many ads for my 14 and a half hour playlist,4,Positive,Negative,9.1.30.1993
bring back 3 month subscription🗣🗣🔥,5,Positive,Negative,9.1.32.2083
"Now has mandatory ads for random podcasts, unable to disable.",4,Positive,Negative,9.1.32.2083
"the app is good, but the adds can be annoying, having to wait a minute/30 seconds(or even both) every 2 audios, is kind of annoying",4,Positive,Negative,9.1.6.1145
"Premium is amazing but why did they make it more expensive? Especially at a time of struggle. Also, the free mode is unusable with how many ads they play every song. They have to atleast let us skip ads. bruh",4,Positive,Negative,9.1.30.1993
very relivable,1,Negative,Positive,9.1.28.2252
good but ads and not having download feature without primium,2,Negative,Positive,9.1.30.1993
working fine. app is good but smart shuffle is dumb as heck. and for some reason refreshes queue list made manually and is annoying,5,Positive,Negative,9.1.32.2083
"first time on spotify, still getting used to it",4,Positive,Negative,9.1.32.2083
nice one 😁,1,Negative,Positive,
"I love Spotify, but recently the app suddenly logs out. whenever I open it I'm supposed to login every single time.. each time I open it this happens,it is so tiresome. please, confront this issue. I've deleted and downloaded it multiple times. but it's still the same. I've using Spotify for nearly 5 yrs and this has never occurred.",4,Positive,Negative,9.1.32.2083
if u don't have premium Ur cooked cuz there's SOO MUCH ads like after one song there's an ad,4,Positive,Negative,9.1.32.2083
premium premium premium,1,Negative,Positive,9.1.30.1993
shame non account premium cant get free music,4,Positive,Negative,9.1.30.1993
download hocha na kano,5,Positive,Negative,
why does it takes up so much storage of my phone????,5,Positive,Negative,8.6.32.925
"amo meu spotifyzinho, nao largo por nada meu premium, beijo spotify, te adoro",5,Positive,Negative,
songs I used to listen are now greyed out 😢😑🙄 Cant even listen to linkin park 😰😭,4,Positive,Negative,9.1.30.1993
OK what's up with the advertisement in the background?? I'm paying 10 bucks a month for no adds and now there's adds in the background?!?!?,5,Positive,Negative,9.1.32.2056
I mean its spotify but im getting tired of the same 20 songs playing in my 2000 song playlist,4,Positive,Negative,8.9.78.513
